term,raw_count_domain,tf,df_wikipedia,idf,tfidf_score,in_wikipedia,below_min_df,domain_score
key,2,1.693147,212155,4.407952,7.463311,true,false,50
spark,1,1.0,11674,7.307824,7.307824,true,false,50
texture,1,1.0,13295,7.17781,7.17781,true,false,50
monitoring,1,1.0,33890,6.242124,6.242124,true,false,50
functional,1,1.0,36295,6.173566,6.173566,true,false,50
witness,1,1.0,38923,6.103663,6.103663,true,false,50
shift,1,1.0,50488,5.843518,5.843518,true,false,50
approval,1,1.0,69323,5.526482,5.526482,true,false,50
schedule,1,1.0,118162,4.993209,4.993209,true,false,50
analysis,1,1.0,133159,4.873722,4.873722,true,false,50
hold,1,1.0,158283,4.700883,4.700883,true,false,50
seat,1,1.0,201916,4.457417,4.457417,true,false,50
release,1,1.0,332984,3.957176,3.957176,true,false,50
run,1,1.0,375832,3.836129,3.836129,true,false,50
clamp,68,5.219508,2507,8.845788,46.170659,true,false,48
wet,28,4.332205,36362,6.171722,26.737161,true,false,48
arm,18,3.890372,72221,5.485529,21.340747,true,false,48
trace,3,2.098612,27893,6.436862,13.508478,true,false,48
resilient,1,1.0,3960,8.388777,8.388777,true,false,48
major,1,1.0,630741,3.318377,3.318377,true,false,48
bolthole,51,4.931826,20,13.628506,67.213417,true,false,45
subtask,56,5.025352,42,12.911829,64.886481,true,false,45
dent,693,7.54103,5567,8.048238,60.692002,true,false,45
partnumber,16,3.772589,1,15.979882,60.285522,true,true,45
ignit,14,3.639057,5,14.881269,54.153793,true,false,45
hose,200,6.298317,3955,8.39004,52.843136,true,false,45
plug,345,6.843544,10017,7.46089,51.058933,true,false,45
filter,305,6.720312,13087,7.193578,48.343086,true,false,45
tube,526,7.265301,29898,6.367449,46.261432,true,false,45
bumper,94,5.543295,4679,8.221976,45.576834,true,false,45
clearence,7,2.94591,3,15.286735,45.033346,true,true,45
pin,222,6.402677,19104,6.815324,43.636318,true,false,45
inpection,5,2.609438,0,16.673029,43.507234,false,false,45
retification,6,2.791759,2,15.574417,43.480025,true,true,45
syst,19,3.944439,382,10.724994,42.304084,true,false,45
clock,300,6.703782,38948,6.103021,40.913322,true,false,45
unbounded,26,4.258097,1343,9.469623,40.322571,true,false,45
threadmark,4,2.386294,0,16.673029,39.786755,false,false,45
migration,176,6.170484,33516,6.253221,38.585399,true,false,45
guide,837,7.729824,125244,4.935002,38.146696,true,false,45
cable,199,6.293305,44044,5.980062,37.634352,true,false,45
edge,506,7.226537,108220,5.081098,36.718742,true,false,45
damage,448,7.104793,103257,5.128043,36.433685,true,false,45
barrier,94,5.543295,25654,6.520535,36.145248,true,false,45
condition,369,6.910797,102002,5.140271,35.52337,true,false,45
shaving,19,3.944439,2253,8.952567,35.312855,true,false,45
clereance,3,2.098612,0,16.673029,34.990223,false,false,45
panel,170,6.135798,58753,5.691914,34.924439,true,false,45
cracke,4,2.386294,8,14.475804,34.54353,true,false,45
screw,32,4.465736,9739,7.489033,33.444041,true,false,45
bowl,104,5.644391,51810,5.817671,32.83721,true,false,45
ring,140,5.941642,81487,5.364818,31.875829,true,false,45
impact,257,6.549076,140171,4.822403,31.582287,true,false,45
material,301,6.70711,170262,4.627929,31.040032,true,false,45
drive,183,6.209486,120356,4.974811,30.891022,true,false,45
lever,20,3.995732,7781,7.71346,30.820922,true,false,45
tank,71,5.26268,52280,5.808641,30.569016,true,false,45
segment,57,5.043051,46626,5.923094,29.870466,true,false,45
cooler,17,3.833213,9043,7.563172,28.991252,true,false,45
standard,242,6.488938,209320,4.421405,28.690219,true,false,45
procedure,38,4.637586,38364,6.118128,28.373346,true,false,45
elongatad,2,1.693147,0,16.673029,28.229892,false,false,45
tamplate,2,1.693147,0,16.673029,28.229892,false,false,45
leakeage,2,1.693147,0,16.673029,28.229892,false,false,45
oflimit,2,1.693147,0,16.673029,28.229892,false,false,45
flowt,2,1.693147,0,16.673029,28.229892,false,false,45
ball,73,5.290459,88064,5.287198,27.971709,true,false,45
surface,107,5.672829,133005,4.874879,27.654356,true,false,45
screen,71,5.26268,98214,5.178115,27.25076,true,false,45
chaving,2,1.693147,1,15.979882,27.056292,true,true,45
posotion,2,1.693147,1,15.979882,27.056292,true,true,45
contact,64,5.158883,98160,5.178665,26.716125,true,false,45
deposit,16,3.772589,16044,6.989876,26.369929,true,false,45
lead,294,6.68358,360101,3.878886,25.924846,true,false,45
test,72,5.276666,131950,4.882843,25.765132,true,false,45
exchang,2,1.693147,4,15.063591,25.504877,true,true,45
pop,63,5.143135,136661,4.847763,24.932698,true,false,45
position,241,6.484797,395260,3.785727,24.549673,true,false,45
protection,53,4.970292,131670,4.884967,24.279713,true,false,45
leading,171,6.141664,341412,3.932181,24.150131,true,false,45
code,47,4.850148,125661,4.931678,23.919366,true,false,45
strip,18,3.890372,41746,6.033646,23.473126,true,false,45
output,19,3.944439,45614,5.945037,23.449836,true,false,45
cover,69,5.234107,202841,4.452846,23.306672,true,false,45
inbound,5,2.609438,2650,8.790337,22.937838,true,false,45
installation,16,3.772589,41829,6.03166,22.754972,true,false,45
insert,7,2.94591,8450,7.630989,22.480207,true,false,45
attachment,8,3.079442,12892,7.208589,22.198429,true,false,45
tape,12,3.484907,31501,6.315223,22.007961,true,false,45
level,127,5.844187,407055,3.756323,21.952653,true,false,45
par,9,3.197225,20149,6.762069,21.619854,true,false,45
sight,12,3.484907,36225,6.175497,21.521029,true,false,45
lip,7,2.94591,13211,7.184148,21.163855,true,false,45
parent,13,3.564949,52546,5.803566,20.689417,true,false,45
seating,8,3.079442,22420,6.655276,20.494532,true,false,45
safety,20,3.995732,116493,5.007434,20.008365,true,false,45
pollution,7,2.94591,22571,6.648563,19.58607,true,false,45
flush,4,2.386294,5329,8.091922,19.309709,true,false,45
mismatch,3,2.098612,1893,9.126583,19.153158,true,false,45
connection,15,3.70805,108327,5.08011,18.837303,true,false,45
hook,6,2.791759,24912,6.549884,18.2857,true,false,45
correction,4,2.386294,9418,7.522545,17.951006,true,false,45
command,14,3.639057,141034,4.816266,17.526666,true,false,45
memory,10,3.302585,95018,5.211197,17.210421,true,false,45
leaking,3,2.098612,5013,8.15304,17.110069,true,false,45
clogging,2,1.693147,722,10.08962,17.083211,true,false,45
horizontal,5,2.609438,27255,6.46,16.856969,true,false,45
minimum,7,2.94591,59928,5.672113,16.709536,true,false,45
mispositionering,1,1.0,0,16.673029,16.673029,false,false,45
clockmissing,1,1.0,0,16.673029,16.673029,false,false,45
boltset,1,1.0,0,16.673029,16.673029,false,false,45
enigine,1,1.0,0,16.673029,16.673029,false,false,45
coveringapprox,1,1.0,0,16.673029,16.673029,false,false,45
sealnot,1,1.0,0,16.673029,16.673029,false,false,45
ajustable,1,1.0,0,16.673029,16.673029,false,false,45
coatin,1,1.0,0,16.673029,16.673029,false,false,45
laekage,1,1.0,0,16.673029,16.673029,false,false,45
diformation,1,1.0,0,16.673029,16.673029,false,false,45
crackfrom,1,1.0,0,16.673029,16.673029,false,false,45
cancave,1,1.0,0,16.673029,16.673029,false,false,45
pertruding,1,1.0,0,16.673029,16.673029,false,false,45
detecor,1,1.0,0,16.673029,16.673029,false,false,45
bladeswith,1,1.0,0,16.673029,16.673029,false,false,45
damagedo,1,1.0,0,16.673029,16.673029,false,false,45
initer,1,1.0,0,16.673029,16.673029,false,false,45
thisengine,1,1.0,0,16.673029,16.673029,false,false,45
dimenional,1,1.0,0,16.673029,16.673029,false,false,45
dimentionl,1,1.0,0,16.673029,16.673029,false,false,45
dispensatie,1,1.0,0,16.673029,16.673029,false,false,45
inspecction,1,1.0,0,16.673029,16.673029,false,false,45
inspexction,1,1.0,0,16.673029,16.673029,false,false,45
icnition,1,1.0,0,16.673029,16.673029,false,false,45
igition,1,1.0,0,16.673029,16.673029,false,false,45
insoection,1,1.0,0,16.673029,16.673029,false,false,45
ispection,1,1.0,0,16.673029,16.673029,false,false,45
picturesnote,1,1.0,0,16.673029,16.673029,false,false,45
intrsection,1,1.0,0,16.673029,16.673029,false,false,45
limitswithout,1,1.0,0,16.673029,16.673029,false,false,45
inoil,1,1.0,0,16.673029,16.673029,false,false,45
outerliner,1,1.0,0,16.673029,16.673029,false,false,45
damague,1,1.0,0,16.673029,16.673029,false,false,45
leakkage,1,1.0,0,16.673029,16.673029,false,false,45
cracksfigure,1,1.0,0,16.673029,16.673029,false,false,45
vissual,1,1.0,0,16.673029,16.673029,false,false,45
inpscetion,1,1.0,0,16.673029,16.673029,false,false,45
cracked,3,2.098612,6889,7.835203,16.443052,true,false,45
support,27,4.295837,402544,3.767467,16.184422,true,false,45
padss,1,1.0,1,15.979882,15.979882,true,true,45
frnt,1,1.0,1,15.979882,15.979882,true,true,45
elektrical,1,1.0,1,15.979882,15.979882,true,true,45
attatchment,1,1.0,1,15.979882,15.979882,true,true,45
mailfunction,1,1.0,1,15.979882,15.979882,true,true,45
bypasse,1,1.0,1,15.979882,15.979882,true,true,45
seperation,1,1.0,1,15.979882,15.979882,true,true,45
hoses,2,1.693147,1491,9.365156,15.856588,true,false,45
bit,6,2.791759,62097,5.63656,15.735919,true,false,45
nuts,3,2.098612,9802,7.482585,15.703045,true,false,45
accumulation,3,2.098612,10217,7.441123,15.616032,true,false,45
countour,1,1.0,2,15.574417,15.574417,true,true,45
demensional,1,1.0,2,15.574417,15.574417,true,true,45
wheel,5,2.609438,44980,5.959033,15.549728,true,false,45
gap,5,2.609438,47772,5.898813,15.392586,true,false,45
electic,1,1.0,3,15.286735,15.286735,true,true,45
rightarm,1,1.0,3,15.286735,15.286735,true,true,45
sharp,5,2.609438,51847,5.816957,15.178989,true,false,45
assesment,1,1.0,4,15.063591,15.063591,true,true,45
spinning,3,2.098612,13391,7.170616,15.048343,true,false,45
restriction,3,2.098612,13470,7.164734,15.036,true,false,45
panl,1,1.0,6,14.727119,14.727119,true,false,45
wign,1,1.0,6,14.727119,14.727119,true,false,45
hybird,1,1.0,6,14.727119,14.727119,true,false,45
migratie,1,1.0,7,14.593587,14.593587,true,false,45
tubes,3,2.098612,17356,6.911278,14.504092,true,false,45
craddle,1,1.0,9,14.370444,14.370444,true,false,45
measurable,2,1.693147,3831,8.421887,14.259494,true,false,45
onderhoud,1,1.0,12,14.10808,14.10808,true,false,45
removable,2,1.693147,4490,8.263198,13.990811,true,false,45
bend,3,2.098612,22549,6.649539,13.954803,true,false,45
dummy,2,1.693147,4616,8.235528,13.943962,true,false,45
hard,7,2.94591,160969,4.684056,13.798807,true,false,45
press,12,3.484907,339477,3.937864,13.72309,true,false,45
feed,4,2.386294,57069,5.720995,13.651978,true,false,45
attachement,1,1.0,22,13.537535,13.537535,true,false,45
base,8,3.079442,217692,4.382188,13.494691,true,false,45
leg,4,2.386294,64611,5.596873,13.355788,true,false,45
bundle,2,1.693147,7033,7.814518,13.231129,true,false,45
rust,2,1.693147,7307,7.776304,13.166427,true,false,45
reparable,1,1.0,37,13.035443,13.035443,true,false,45
performance,9,3.197225,308741,4.032768,12.893664,true,false,45
recheck,1,1.0,48,12.781209,12.781209,true,false,45
protector,2,1.693147,9655,7.497694,12.6947,true,false,45
figure,5,2.609438,144347,4.793047,12.507157,true,false,45
investigation,4,2.386294,96082,5.200061,12.408877,true,false,45
twisted,2,1.693147,12383,7.248868,12.273401,true,false,45
shelf,2,1.693147,12893,7.208512,12.205071,true,false,45
braising,1,1.0,119,11.885537,11.885537,true,false,45
clip,2,1.693147,15982,6.993748,11.841445,true,false,45
departure,3,2.098612,68304,5.541291,11.629021,true,false,45
acceptable,2,1.693147,19753,6.781918,11.482785,true,false,45
repaired,2,1.693147,20241,6.757514,11.441466,true,false,45
slot,2,1.693147,21539,6.695362,11.336233,true,false,45
locked,2,1.693147,23660,6.601445,11.177219,true,false,45
supplement,2,1.693147,24376,6.571634,11.126743,true,false,45
substance,2,1.693147,26530,6.48696,10.983378,true,false,45
input,2,1.693147,28283,6.422977,10.875046,true,false,45
amendment,2,1.693147,33922,6.24118,10.567237,true,false,45
layer,2,1.693147,34968,6.210812,10.515818,true,false,45
vertical,2,1.693147,43806,5.98548,10.134299,true,false,45
extinguisher,1,1.0,958,9.807138,9.807138,true,false,45
buckles,1,1.0,1043,9.722214,9.722214,true,false,45
tie,2,1.693147,61974,5.638543,9.546882,true,false,45
brushing,1,1.0,1404,9.425236,9.425236,true,false,45
soot,1,1.0,1600,9.294645,9.294645,true,false,45
opening,3,2.098612,234953,4.305884,9.036381,true,false,45
sludge,1,1.0,2409,8.885647,8.885647,true,false,45
stock,2,1.693147,93245,5.230032,8.855215,true,false,45
application,2,1.693147,95173,5.209567,8.820563,true,false,45
type,3,2.098612,268379,4.17287,8.757236,true,false,45
jammed,1,1.0,2997,8.667328,8.667328,true,false,45
block,2,1.693147,106641,5.095796,8.627933,true,false,45
strapped,1,1.0,3287,8.574994,8.574994,true,false,45
unprotected,1,1.0,3799,8.430273,8.430273,true,false,45
strap,1,1.0,4098,8.354531,8.354531,true,false,45
hot,2,1.693147,135657,4.855137,8.220461,true,false,45
split,2,1.693147,139897,4.82436,8.168352,true,false,45
dead,2,1.693147,156812,4.71022,7.975095,true,false,45
standardization,1,1.0,6361,7.914931,7.914931,true,false,45
superficial,1,1.0,7213,7.78925,7.78925,true,false,45
form,3,2.098612,473822,3.60444,7.564322,true,false,45
fore,1,1.0,9267,7.538706,7.538706,true,false,45
smell,1,1.0,10552,7.408863,7.408863,true,false,45
bubble,1,1.0,11767,7.29989,7.29989,true,false,45
reject,1,1.0,14157,7.114994,7.114994,true,false,45
fence,1,1.0,16287,6.974845,6.974845,true,false,45
micro,1,1.0,18078,6.870523,6.870523,true,false,45
ear,1,1.0,20950,6.723087,6.723087,true,false,45
routine,1,1.0,23801,6.595504,6.595504,true,false,45
catalog,1,1.0,29417,6.383667,6.383667,true,false,45
blocked,1,1.0,31316,6.321113,6.321113,true,false,45
sample,1,1.0,35596,6.193012,6.193012,true,false,45
certificate,1,1.0,38240,6.121365,6.121365,true,false,45
electricity,1,1.0,40660,6.060004,6.060004,true,false,45
notice,1,1.0,45366,5.950489,5.950489,true,false,45
tier,1,1.0,54382,5.769222,5.769222,true,false,45
counter,1,1.0,60279,5.666273,5.666273,true,false,45
path,1,1.0,74873,5.449467,5.449467,true,false,45
traffic,1,1.0,91393,5.250094,5.250094,true,false,45
chart,1,1.0,129431,4.902118,4.902118,true,false,45
break,1,1.0,136113,4.851781,4.851781,true,false,45
fine,1,1.0,141361,4.81395,4.81395,true,false,45
recording,1,1.0,171950,4.618064,4.618064,true,false,45
failed,1,1.0,192745,4.5039,4.5039,true,false,45
match,1,1.0,218889,4.376704,4.376704,true,false,45
space,1,1.0,225352,4.347606,4.347606,true,false,45
process,1,1.0,257759,4.213245,4.213245,true,false,45
body,1,1.0,287962,4.102442,4.102442,true,false,45
production,1,1.0,419023,3.727345,3.727345,true,false,45
life,1,1.0,1081515,2.779155,2.779155,true,false,45
crack,401,6.993961,12558,7.234836,50.600164,true,false,42
limit,1409,8.250636,65221,5.587477,46.100234,true,false,42
template,42,4.73767,6443,7.902124,37.437654,true,false,42
bow,41,4.713572,29771,6.371705,30.033492,true,false,42
prong,1,1.0,1174,9.604005,9.604005,true,false,42
bulge,1,1.0,4103,8.353312,8.353312,true,false,42
inspection,2707,8.903596,23991,6.587553,58.652914,true,false,40
connector,429,7.061457,6300,7.924565,55.958976,true,false,40
pad,408,7.011267,9493,7.514614,52.686964,true,false,40
outlet,445,7.098074,18983,6.821677,48.420771,true,false,40
dimensial,7,2.94591,1,15.979882,47.075296,true,true,40
maintenance,1384,8.232733,65049,5.590117,46.021945,true,false,40
leakage,71,5.26268,3382,8.546511,44.97755,true,false,40
partnr,5,2.609438,0,16.673029,43.507234,false,false,40
tip,405,7.003887,37962,6.128662,42.924454,true,false,40
fuel,475,7.163315,58611,5.694334,40.790308,true,false,40
scratch,93,5.532599,12516,7.238186,40.045984,true,false,40
seperator,4,2.386294,0,16.673029,39.786755,false,false,40
timestamp,21,4.044522,971,9.793673,39.610731,true,false,40
check,235,6.459586,40165,6.072253,39.224236,true,false,40
tear,88,5.477337,15247,7.040825,38.564971,true,false,40
connecter,6,2.791759,20,13.628506,38.047512,true,false,40
shop,385,6.953243,79220,5.393032,37.499065,true,false,40
supply,456,7.122493,102603,5.134397,36.569704,true,false,40
suply,4,2.386294,3,15.286735,36.478648,true,true,40
burn,108,5.682131,29434,6.383089,36.26955,true,false,40
indentification,4,2.386294,4,15.063591,35.946162,true,true,40
visual,314,6.749393,89965,5.265842,35.541236,true,false,40
wear,148,5.997212,50782,5.837712,35.009998,true,false,40
repair,121,5.795791,47622,5.901958,34.206511,true,false,40
lock,62,5.127134,26216,6.498866,33.320557,true,false,40
foot,245,6.501258,108499,5.078523,33.016792,true,false,40
filler,18,3.890372,3980,8.383741,32.615868,true,false,40
drain,32,4.465736,12052,7.27596,32.492516,true,false,40
minor,321,6.771441,181256,4.565358,30.914051,true,false,40
kit,41,4.713572,25631,6.521432,30.73924,true,false,40
worn,46,4.828641,30834,6.336623,30.597281,true,false,40
spot,127,5.844187,94525,5.216399,30.48561,true,false,40
curl,11,3.397895,2668,8.78357,29.84565,true,false,40
bare,28,4.332205,18266,6.860177,29.719692,true,false,40
electronic,98,5.584967,92983,5.232846,29.225276,true,false,40
ice,129,5.859812,132863,4.875948,28.572138,true,false,40
cap,42,4.73767,42687,6.011356,28.479818,true,false,40
identification,39,4.663562,40581,6.061949,28.270273,true,false,40
partical,2,1.693147,0,16.673029,28.229892,false,false,40
matirial,2,1.693147,0,16.673029,28.229892,false,false,40
connerctor,2,1.693147,0,16.673029,28.229892,false,false,40
elecrical,2,1.693147,0,16.673029,28.229892,false,false,40
dimenson,2,1.693147,0,16.673029,28.229892,false,false,40
shielden,2,1.693147,0,16.673029,28.229892,false,false,40
discoloration,6,2.791759,965,9.799865,27.358866,true,false,40
platform,81,5.394449,114692,5.023015,27.096397,true,false,40
lot,79,5.369448,113122,5.036798,27.044824,true,false,40
satisfactory,12,3.484907,8292,7.649862,26.659054,true,false,40
system,651,7.47851,499928,3.550808,26.554748,true,false,40
case,232,6.446737,296092,4.0746,26.267876,true,false,40
suface,2,1.693147,3,15.286735,25.882691,true,true,40
limiet,2,1.693147,3,15.286735,25.882691,true,true,40
abnormal,11,3.397895,9162,7.5501,25.654449,true,false,40
door,44,4.78419,81811,5.36085,25.647321,true,false,40
temperature,32,4.465736,61400,5.647847,25.221795,true,false,40
spiral,13,3.564949,15317,7.036245,25.083857,true,false,40
replace,39,4.663562,90463,5.260322,24.531834,true,false,40
inspectie,2,1.693147,8,14.475804,24.509667,true,false,40
task,32,4.465736,76225,5.431571,24.255962,true,false,40
sheet,18,3.890372,35296,6.201476,24.126046,true,false,40
leak,9,3.197225,9439,7.520318,24.044144,true,false,40
detail,21,4.044522,46419,5.927543,23.974082,true,false,40
schield,2,1.693147,12,14.10808,23.887055,true,false,40
demper,2,1.693147,12,14.10808,23.887055,true,false,40
accordance,17,3.833213,34865,6.213761,23.818673,true,false,40
dimension,12,3.484907,21084,6.716712,23.407113,true,false,40
fire,78,5.356709,240510,4.282508,22.940147,true,false,40
flame,10,3.302585,16779,6.945086,22.936737,true,false,40
handling,16,3.772589,40417,6.065998,22.884517,true,false,40
line,195,6.273,494257,3.562216,22.345779,true,false,40
service,206,6.327876,530345,3.491744,22.095324,true,false,40
environmental,26,4.258097,98715,5.173027,22.027247,true,false,40
backup,10,3.302585,22491,6.652114,21.969172,true,false,40
air,89,5.488636,322949,3.987776,21.887453,true,false,40
mark,63,5.143135,248761,4.248777,21.852033,true,false,40
buckle,4,2.386294,2547,8.829965,21.070895,true,false,40
loosen,3,2.098612,1357,9.459261,19.851321,true,false,40
bent,6,2.791759,15759,7.007799,19.564088,true,false,40
movement,33,4.496508,229086,4.331172,19.475147,true,false,40
element,11,3.397895,60463,5.663225,19.243047,true,false,40
critical,25,4.218876,208803,4.423878,18.66379,true,false,40
gas,11,3.397895,82834,5.348423,18.173381,true,false,40
mat,4,2.386294,10138,7.448884,17.77523,true,false,40
center,47,4.850148,460954,3.631973,17.615606,true,false,40
delivery,7,2.94591,49298,5.86737,17.284744,true,false,40
pass,12,3.484907,125785,4.930692,17.183,true,false,40
extension,9,3.197225,89549,5.270476,16.850897,true,false,40
pit,5,2.609438,27363,6.456045,16.846649,true,false,40
equipment,11,3.397895,126644,4.923886,16.730848,true,false,40
isulation,1,1.0,0,16.673029,16.673029,false,false,40
damagec,1,1.0,0,16.673029,16.673029,false,false,40
inspecton,1,1.0,0,16.673029,16.673029,false,false,40
noticedold,1,1.0,0,16.673029,16.673029,false,false,40
limtit,1,1.0,0,16.673029,16.673029,false,false,40
surafce,1,1.0,0,16.673029,16.673029,false,false,40
scrachte,1,1.0,0,16.673029,16.673029,false,false,40
diletion,1,1.0,0,16.673029,16.673029,false,false,40
referencedata,1,1.0,0,16.673029,16.673029,false,false,40
repairedbut,1,1.0,0,16.673029,16.673029,false,false,40
defectsare,1,1.0,0,16.673029,16.673029,false,false,40
findeings,1,1.0,0,16.673029,16.673029,false,false,40
adjencent,1,1.0,0,16.673029,16.673029,false,false,40
inspetion,1,1.0,0,16.673029,16.673029,false,false,40
electrtical,1,1.0,0,16.673029,16.673029,false,false,40
indenification,1,1.0,0,16.673029,16.673029,false,false,40
toreplace,1,1.0,0,16.673029,16.673029,false,false,40
inginition,1,1.0,0,16.673029,16.673029,false,false,40
maount,1,1.0,0,16.673029,16.673029,false,false,40
bootom,1,1.0,0,16.673029,16.673029,false,false,40
distoration,1,1.0,0,16.673029,16.673029,false,false,40
idication,1,1.0,0,16.673029,16.673029,false,false,40
inulation,1,1.0,0,16.673029,16.673029,false,false,40
detactor,1,1.0,0,16.673029,16.673029,false,false,40
andmeasure,1,1.0,0,16.673029,16.673029,false,false,40
map,9,3.197225,106993,5.092501,16.281869,true,false,40
face,12,3.484907,176883,4.589779,15.994953,true,false,40
damner,1,1.0,1,15.979882,15.979882,true,true,40
foult,1,1.0,1,15.979882,15.979882,true,true,40
dpth,1,1.0,1,15.979882,15.979882,true,true,40
fluid,4,2.386294,22722,6.641896,15.849519,true,false,40
square,11,3.397895,167905,4.641869,15.772586,true,false,40
impct,1,1.0,2,15.574417,15.574417,true,true,40
measurment,1,1.0,2,15.574417,15.574417,true,true,40
platfom,1,1.0,2,15.574417,15.574417,true,true,40
tool,5,2.609438,46141,5.93355,15.48323,true,false,40
design,17,3.833213,309862,4.029143,15.444566,true,false,40
egde,1,1.0,3,15.286735,15.286735,true,true,40
lengt,1,1.0,3,15.286735,15.286735,true,true,40
sealt,1,1.0,3,15.286735,15.286735,true,true,40
distace,1,1.0,3,15.286735,15.286735,true,true,40
dry,6,2.791759,78109,5.407156,15.095478,true,false,40
degree,14,3.639057,289966,4.095506,14.903783,true,false,40
assessement,1,1.0,5,14.881269,14.881269,true,false,40
accessoire,1,1.0,6,14.727119,14.727119,true,false,40
separation,4,2.386294,36440,6.169579,14.722432,true,false,40
twist,3,2.098612,16997,6.932178,14.547954,true,false,40
true,8,3.079442,156686,4.711023,14.507321,true,false,40
action,12,3.484907,274094,4.151799,14.468631,true,false,40
power,15,3.70805,365272,3.864629,14.330237,true,false,40
speed,7,2.94591,135774,4.854275,14.300257,true,false,40
manaul,1,1.0,10,14.275134,14.275134,true,false,40
safty,1,1.0,11,14.188122,14.188122,true,false,40
wornout,1,1.0,14,13.964979,13.964979,true,false,40
matel,1,1.0,14,13.964979,13.964979,true,false,40
primary,10,3.302585,258313,4.211098,13.907509,true,false,40
disconnected,2,1.693147,4871,8.181769,13.852939,true,false,40
head,17,3.833213,476086,3.599673,13.798315,true,false,40
status,8,3.079442,207107,4.432033,13.648187,true,false,40
splash,2,1.693147,5881,7.993377,13.533963,true,false,40
meter,3,2.098612,29902,6.367315,13.362525,true,false,40
measure,4,2.386294,66504,5.567996,13.286879,true,false,40
strater,1,1.0,33,13.146668,13.146668,true,false,40
pannel,1,1.0,33,13.146668,13.146668,true,false,40
adge,1,1.0,35,13.08951,13.08951,true,false,40
stand,5,2.609438,125120,4.935992,12.880166,true,false,40
proforma,1,1.0,46,12.822881,12.822881,true,false,40
version,9,3.197225,322580,3.988919,12.753471,true,false,40
authorization,2,1.693147,10274,7.43556,12.589497,true,false,40
fill,3,2.098612,48643,5.880745,12.341404,true,false,40
degreed,1,1.0,81,12.26631,12.26631,true,false,40
document,3,2.098612,57165,5.719314,12.002623,true,false,40
transportation,4,2.386294,117261,5.000863,11.933531,true,false,40
overhead,2,1.693147,16008,6.992123,11.838693,true,false,40
list,20,3.995732,930315,2.929749,11.706494,true,false,40
unscrewed,1,1.0,158,11.604125,11.604125,true,false,40
flexible,2,1.693147,20119,6.763559,11.451701,true,false,40
cut,4,2.386294,160765,4.685324,11.180562,true,false,40
crisscross,1,1.0,276,11.049011,11.049011,true,false,40
green,5,2.609438,256741,4.217202,11.004527,true,false,40
oval,2,1.693147,29591,6.37777,10.798503,true,false,40
burns,2,1.693147,32857,6.273078,10.621245,true,false,40
loop,2,1.693147,34155,6.234335,10.555647,true,false,40
accomplished,2,1.693147,36103,6.17887,10.461736,true,false,40
instruction,2,1.693147,36187,6.176546,10.457802,true,false,40
wall,3,2.098612,136067,4.852119,10.182716,true,false,40
mechanism,2,1.693147,44828,5.962418,10.095252,true,false,40
burned,2,1.693147,47289,5.908975,10.004764,true,false,40
sliver,1,1.0,934,9.832482,9.832482,true,false,40
loosening,1,1.0,1339,9.472604,9.472604,true,false,40
irreparable,1,1.0,1444,9.397164,9.397164,true,false,40
passenger,2,1.693147,77555,5.414273,9.167162,true,false,40
demand,2,1.693147,82111,5.357189,9.07051,true,false,40
unbound,1,1.0,2101,9.022384,9.022384,true,false,40
painting,2,1.693147,84876,5.32407,9.014435,true,false,40
flat,2,1.693147,86255,5.307954,8.987147,true,false,40
cross,3,2.098612,253052,4.231675,8.880644,true,false,40
post,4,2.386294,425125,3.712888,8.860044,true,false,40
active,3,2.098612,278120,4.137217,8.682415,true,false,40
adjacent,2,1.693147,104395,5.117082,8.663973,true,false,40
range,3,2.098612,286337,4.108101,8.621311,true,false,40
finish,2,1.693147,109464,5.069669,8.583695,true,false,40
splinter,1,1.0,4488,8.263644,8.263644,true,false,40
jelly,1,1.0,4861,8.183824,8.183824,true,false,40
complain,1,1.0,5382,8.082028,8.082028,true,false,40
distance,2,1.693147,151793,4.742749,8.030173,true,false,40
expiration,1,1.0,6106,7.955838,7.955838,true,false,40
clockwise,1,1.0,7384,7.765823,7.765823,true,false,40
sound,2,1.693147,184060,4.550006,7.70383,true,false,40
dissolve,1,1.0,8321,7.646371,7.646371,true,false,40
operation,2,1.693147,200166,4.466122,7.561801,true,false,40
adjustment,1,1.0,9491,7.514824,7.514824,true,false,40
don,2,1.693147,211606,4.410543,7.467698,true,false,40
positioning,1,1.0,9954,7.467199,7.467199,true,false,40
checking,1,1.0,10554,7.408674,7.408674,true,false,40
wash,1,1.0,12509,7.238745,7.238745,true,false,40
judgement,1,1.0,14234,7.10957,7.10957,true,false,40
fork,1,1.0,16461,6.964219,6.964219,true,false,40
knife,1,1.0,19458,6.796964,6.796964,true,false,40
complaint,1,1.0,20973,6.72199,6.72199,true,false,40
originating,1,1.0,25694,6.518977,6.518977,true,false,40
intact,1,1.0,26656,6.482222,6.482222,true,false,40
tight,1,1.0,31027,6.330384,6.330384,true,false,40
consumption,1,1.0,33466,6.254714,6.254714,true,false,40
measuring,1,1.0,33476,6.254415,6.254415,true,false,40
record,2,1.693147,465629,3.621882,6.13238,true,false,40
reverse,1,1.0,39410,6.091229,6.091229,true,false,40
grove,1,1.0,39743,6.082815,6.082815,true,false,40
intermediate,1,1.0,44266,5.975034,5.975034,true,false,40
interpretation,1,1.0,47692,5.900489,5.900489,true,false,40
